,Clickbaits,bait
11245,Gmail 1st Birthday; Storage capacity increased to 2GB,0
11247,China Airlines plane catches fire at Japanese airport,0
11249,New Leader Overhauls Ford Foundation,0
11250,Armed gunmen attack cruise ship off Somali coast,0
11252,"Suicide bomber attacks Indian Embassy in Kabul, killing at least 41",0
11254,Two killed in gun attack in Northern Ireland,0
11256,"YouTube Being Blocked in China, Google Says",0
11257,Controversial development training cited in religious discrimination lawsuits,0
11259,"Use Energy, Get Rich and Save the Planet",0
11260,"UConn Nears Perfection, but Has Room to Improve",0
11261,United States Justice Department opens investigation into White House leaks,0
11263,Devotion and Money Tie Iranians to Iraqi City,0
11264,Noynoy Aquino elected Philippine president,0
11266,Losses Widen for American and United Airlines,0
11267,NASA: Old Arctic sea ice continues to melt,0
11269,Iran announces its building of a second nuclear power plant,0
11271,Network Rail employee arrested in connection with Cumbrian train crash,0
11273,One dead in Michigan school shooting,0
11275,Environmental Gains Lose Priority in China Amid Downturn,0
11276,Total evacuation of New Orleans planned,0
11278,Green paper asks for the BBC's Board of Governors to be scrapped,0
11280,"With pressure from France, Chad and Sudan open door to possible troop deployment",0
11282,Pirate attack on Norwegian ship foiled by NATO forces,0
11284,"""7th Heaven"" television series comes to an end",0
11286,British soap opera Coronation Street postponed after Cumbria shooting,0
11288,Transfer: Aston Villa sign Zat Knight from Fulham,0
11290,"Tiger Woods Returns to Golf With a Birdie, Then an Eagle",0
11291,New Zealand man goes on trial in Cambodia over sex with underage girls,0
11293,President of East Timor pardons rebels who shot him,0
11295,Two US pilots killed in Iraq after helicopter crash,0
11297,Nepal officials strike after minister locks official in toilet,0
11299,Apple users criticize lack of FireWire port on MacBook,0
11301,Death Penalty Is Repealed in New Mexico,0
11302,'Bang bang': UK mercenary charged with murdering colleagues gives evidence in Iraq,0
11304,Cypriot court begins Greek air disaster trial,0
11306,At least fourteen dead after rebel clashes in Somalia,0
11308,NFL star Michael Vick indicted for running dog fighting operation,0
11310,Republic of Ireland beat Faroe Islands to top Group 4 for Football World Cup 2006,0
11312,Weather Channel Close to Getting New Chief,0
11313,"Muslim cleric, two officers killed after gun attacks in southern Russia",0
11315,Search for climbers on US mountain ends; two presumed dead,0
11317,Global stock markets plunge,0
11319,Torrential downpours cause significant flooding in northeastern Scotland,0
11321,"Apple releases iPhone SDK, announces upcoming update",0
11323,Ex-G.M. Workers Try to Reboot Their Lives,0
11324,"UN: 30,000 people affected by flooding in Kenya",0
11326,French tourists killed in California bus rollover accident,0
11328,Protests in France Spread to Hospital Workers,0
11329,VP Cheney role surfaces in U.S. domestic spying,0
11331,DirecTV Renews N.F.L. Deal and Expands Access,0
11332,Libyan rebels and Gaddafi troops in battle on two fronts,0
11334,"YouTube to remove 100,000 videos",0
11336,Space Shuttle Discovery resumes rollout to launch pad,0
11338,"Fanime convention winds down in San Jose, California",0
11340,Riots in England continue for a fourth night,0
11342,Indian foreign minister criticized after reading wrong speech at UN summit,0
11344,Peruvian necklace identified as oldest gold artifact in the Americas,0
11346,"Former U.S. soldier convicted of raping Iraq teen, four murders",0
11348,U.S. Bancorp Reports Steep Quarterly Decline,0
11349,"Shooting at diner in Carson City, Nevada",0
11351,Hundreds Jailed as Pakistan Bans Planned Protest,0
11352,No. 20 Louisville Wears Down No. 12 Notre Dame,0
11353,Zimbabwean police raid MDC party's offices,0
11355,Iraq Suffers as the Euphrates River Dwindles,0
11356,San Fermín de los Navarros church in Madrid celebrates patron day,0
11358,Internet hacking group LulzSec disbands,0
11360,"EU, US declare intent to cooperate on climate change at summit",0
11362,H.P. Lowers Bar for Printing Glossy Color Magazines,0
11363,Kurmanbek Bakiev sworn in as president of Kyrgyzstan,0
11365,"Somali pirates release Greek ship, 19 sailors",0
11367,Cuomo May Want to Talk to Private Equity Firms,0
11368,Spain issues arrest warrant for three U.S. soldiers accused of killing two journalists in 2003,0
11370,"DeMaurice Smith, New Head of N.F.L. Union, Starts Work Right Away",0
11371,55 people die in Casablanca mattress factory fire,0
11373,Televising Yankee Games With a Net,0
11374,Russian police to 'check' officer allegedly involved in large theft and murder,0
11376,Arroyo declares state of emergency due to coup attempt in Philippines,0
11378,President of Ingushetia Is Wounded in Suicide Bombing,0
11379,South African President Jacob Zuma chooses new Police Chief,0
11381,A P.R. Man Who Did It All For the Love of the Pitch,0
11382,German cannibal seeks review of manslaughter conviction,0
11384,Breakthrough Victory  for an Australian in Formula One,0
11385,"On Day 1, Mets, Ryan Church and Luis Castillo Ace Exams",0
11386,"Judge Sets Bail for Stanford at $500,000",0
11387,American singer Johnny Maestro dies at 70,0
11389,Thunderbird wins MBA rugby tournament,0
11391,"2 Churches, Black and White, See Inaugural Hope",0
11392,UK drivers urged not to panic buy during delivery strikes,0
11394,Uniting Church at Auburn destroyed by fire,0
11396,"Westchester County, NY to build affordable housing for non-whites",0
11398,Arizona Becomes Lowest Seed to Advance to Round of 16,0
11399,UK holds referendum on voting system,0
11401,"Selling Stimulus, Obama Tours Battleground States",0
11402,Pakistani nuclear scientist released from house arrest,0
11404,At least nineteen dead after suicide bomb blast in Pakistan,0
11406,Fox News movie reviewer fired for downloading film,0
11408,Wikipedia suffers outage,0
11410,Bush loses power to 'fast-track' trade deals,0
11412,United States-Mexico Rivalry Resumes in World Cup Qualifiers,0
11413,Early Lesson Gives Edge to Mickelson,0
11414,Lindsay Lohan surrenders to police,0
11416,Wikinews interviews former Salt Lake City mayor and 2012 presidential candidate Rocky Anderson,0
11418,North Korea Scrapping Accords With South Korea,0
11419,Europeans sweep top actor honors at 80th Academy Awards,0
11421,A.C.L.U. Report Says Antiterror Fight Undercuts Liberty of Muslim Donors,0
11422,Push on Immigration Crimes Is Said to Shift Focus,0
11423,Further details about Bush-Blair memo stopped,0
11425,Hurricane Earl threatens eastern US,0
11427,Greece formally asks for EU-IMF loans,0
11429,Tonga renews emergency regulations,0
11431,Assassin of Turkish-Armenian journalist 'treated as national hero',0
11433,California woman sees holy figure in burrito,0
11435,Romanian PM quits after Constitutional Court ruling,0
11437,An Industry That Sells Takes a Look in the Mirror,0
11438,Japan and Korea Vow Unity on Economic Slump,0
11439,U.S. immigrant worker debate taken up by Virginia township,0
11441,France Opens First Military Bases in the Gulf,0
11442,CanadaVOTES: NDP candidate Jo-Anne Boulding in Parry Sound—Muskoka,0
11444,"Former Illinois governor Blagojevich asks US Supreme Court to delay corruption trial, prosecutors to res",0
11446,Bomb Kills at Least 76 in Baghdad Market,0
11447,Kenyon Coach Jim Steen Keeps Simple Truths and Swim Titles Flowing,0
11448,"Homeownership Losses Are Greatest Among Minorities, Report Finds",0
11449,Wikinews interviews evicted London Metropolitan University occupier,0
11451,Analysis reveals that New York City tunnels are susceptible to attacks,0
11453,Rising River Prompts Calls to Leave City in Minn.,0
11454,Armor Makers Say Army Tests Cause Delay,0
11455,Security tightened at Singapore courts after two attempts to escape,0
11457,New Philosophy Yields Same Result,0
11458,Early Voting in Iraq Is Mostly Smooth,0
11459,Genzyme Halts Production of Two Drugs,0
11460,Zimbabwean cargo plane crashes in Shanghai; three dead,0
11462,"In the Financial Crisis, Ordinary People vs. Extraordinary Problems",0
11463,"In Nashville, a Ballot Measure That May Quiet All but English",0
11464,"Replicating Charm, but Losing Old Yankee Stadium Advantage",0
11465,World Wrestling Entertainment heir Shane McMahon resigns from the company,0
11467,"For Some Cyclists, Fallout From Bans Lingers",0
11468,Net Income Fell in Quarter for AT&T,0
11469,Thai political talk show taken off air,0
11471,"As Others Run Out of Fuel, Martin Wins LifeLock 400 at Michigan",0
11472,Marketing blitz begins for final 'Star Wars' film,0
11474,Nigeria votes in parliamentary elections,0
11476,Noosa through to 2013 Sunshine Coast Rugby Union Grand Final,0
11478,Memo to Editor:  Tech Shows Were Subdued,0
11479,"Sequel of aftershocks hit O'Higgins, Bíobío and Maule regions in Chile",0
11481,Remains of WWI soldiers found in French mass grave,0
11483,Two Kenyans kidnapped by gunmen in Somalia now released,0
11485,Irish bishop resigns over child abuse scandal,0
11487,"Pamplona's famous ""running of the bulls"" in pictures",0
11489,Tsunami warning issued after earthquake near Japan,0
11491,Iraqi President Sets Off Talk on Role of Iraqi Kurds,0
11492,Witness to Say She Saw Bonds Being Injected,0
11493,"Fifty killed in commuter plane crash in Clarence Center, New York",0
11495,Filipino activist arrested for disrupting Manila Cathedral mass in Reproductive Health Bill protest,0
11497,FedEx Reports a 4th-Quarter Loss of $876 Million,0
11498,Checkmate at the Yellowstone Club,0
11499,Alleged drug kingpin arrested in Mexico,0
11501,Actor Peter Boyle dies at age 71,0
11503,SAG Awards handed out,0
11505,Former SA Deputy President Appears In Court,0
11507,New Jersey Native Helps Italy Defeat United States,0
11508,Two strong earthquakes jolt Japan,0
11510,Algerian forces kill at least eight al-Qaeda rebels,0
11512,Scores killed by flooding in Yemen,0
11514,"Full lunar eclipse due on March 3, 2007",0
11516,Hartmarx Wins Court Approval to Sell Itself,0
11517,Iranian Baha'i dies in jail,0
11519,I.R.S. to Ease Penalties for Some Offshore Tax Evaders,0
11520,Jackie Chan Strikes a Chinese Nerve,0
11521,Murderer of Dutch filmmaker van Gogh gets life term,0
11523,"Bomb explodes in Exeter, UK",0
11525,Chrysler Tells 1 in 4 Dealers to Close,0
11526,UN Security Council considers Cote d'Ivoire sanctions,0
11528,Death of candidate will delay final results for German federal election by weeks,0
11530,I.R.S. Thwarted as Court Shields Textron Tax Papers,0
11531,"Obama's first State of the Union speech focuses on economy, jobs",0
11533,Crash in Iraq Kills 4 U.S. Soldiers,0
11534,An All-in-One Nintendo Device (Minus Phone),0
11535,Home Prices Continued Their Decline in March,0
11536,At least fourteen dead after eating toxic fish in Madagascar,0
11538,Lewis Hamilton wins 2008 Monaco Grand Prix,0
11540,"2008 Computex Preview: WiMAX, threat? opportunity?",0
11542,"New Bets on Oil, but Same Reasons to Worry",0
11543,Villanova Eliminates Marquette With Last-Second Shot,0
11544,New study claims Stonehenge was a place of healing,0
11546,"Many Civilian Targets, but One Core Question Among Gazans: Why?",0
11547,Appeals Court Rejects Suit by Protesters,0
11548,Nuggets Use a Little of Everything to Even Series,0
11549,Liberty Collects First Victory,0
11550,Asian Stocks Rise Modestly After Wall Street Jump,0
11551,'Critical safety issue' with A380 engines,0
11553,Keeping Score on Obama vs. Netanyahu,0
11554,Legal Giant Skadden Loses 2 Top Partners to Kirkland,0
11555,Diet Coke advert featuring singer Duffy cleared by advertising watchdog,0
11557,Congresswoman With Ties to Bank Helped Pave the Way to Aid,0
11558,Scottish football team Hibernian appoint new manager,0
11560,2nd Trial Begins in Plot to Bomb Flights to U.S.,0
11561,"Trevor Hoffman Keeps Low Profile, Savoring Fresh Start With Brewers",0
11562,BrasilTelecom blocks YouTube,0
11564,Universities Join With Small Firms to Develop Nanotechnology,0
11565,"Matsuzaka Back on the Mound, but Shaky in His Return",0
11566,United Nations requests US$700 million in aid for East Africa to avoid famine,0
11568,"Instead of Glory, the Finder of a Rare Dinosaur Fossil Faces Charges of Theft",0
11569,Man breaches security at London's Heathrow Airport,0
11571,Hurricane Ophelia hits U.S. East Coast,0
11573,Veteran sergeant accounts US torture coverup,0
11575,Moscow gas pipeline catches fire,0
11577,"Pushing an Agenda, and Raising Cash for It",0
11578,Leader of al-Qaeda in Iraq arrested,0
11580,Accident at Russian hydroelectric plant kills ten,0
11582,Pakistan Stuns South Africa to Reach Final,0
11583,India and Pakistan Agree to Fight Terror Together,0
11584,"Under New Chief, Another Shake-Up at Yahoo",0
11585,Frog-killing fungus spreads across Panama Canal towards South America,0
11587,Indiana Jones returns to the screens,0
11589,Foreign investment rises in Romania by 19 percent,0
11591,"North Korea says it's preparing to launch space program, denies preparations to test missile",0
11593,Golf: Ángel Cabrera wins 2009 Masters Tournament,0
11595,Sabathia Returns to Cleveland With His Best Stuff,0
11596,"Five dead, ten critically injured after van carrying children rolls on Louisiana highway",0
11598,"Massive explosion in North Toronto, Ontario",0
11600,Eight people dead after shooting in North Carolina nursing home,0
11602,Wikinews interviews Dr Clive Hamilton about the upcoming by-election in the Higgins electorate of the Au,0
